;Buurtnaam;koopprijs
5561;Nijbroek;324333,3333333333
5562;Nije Veld;262180,8510638298
5563;Nijeberkoop;199500,0
5564;Nijega;232333,33333333334
5565;Nijehaske;248443,24324324325
5566;Nijeholtpade;413000,0
5567;Nijelamer;245000,0
5568;Nijemirdum;229250,0
5569;Nijenburg;547500,0
5570;Nijenheim;288187,5
5571;Nijenoord  Hoogstraat en omgeving;249958,33333333334
5572;Nijensleek;305833,3333333333
5573;Nijeveense Bovenboer;515000,0
5574;Nijezijl Roodhem;251321,42857142858
5575;Nijkerkerstraat;499000,0
5576;Nijkerkerveen Noord;519191,17647058825
5577;Nijkerkerveen Zuid;503961,53846153844
5578;Nijland;199384,61538461538
5579;Nijlande;699000,0
5580;Nijlân;139938,9423076923
5581;Nijnsel;296875,0
5582;Nijrees;260043,33333333334
5583;Nijswiller;234590,9090909091
5584;Nijverdal Centrum;274306,2295081967
5585;Nijverdal Oost;245583,33333333334
5586;Nijverheid;193680,8510638298
5587;Nijverheidswerf;290642,85714285716
5588;Nijverkamp;875000,0
5589;Nintemanterrein;712500,0
5590;Nispen;300500,0
5591;Nisse (Kern);198071,42857142858
5592;Nobelhorst;399263,0487804878
5593;Nobelprijsbuurt;277150,0
5594;Nobelstraat en omgeving;547000,0
5595;Nobis;334055,55555555556
5596;Noetsele I;275578,94736842107
5597;Noetsele II en III;414653,8461538461
5598;Noldijk;627250,0
5599;Nolensbuurt;140490,0
5600;Noletbuurt;158782,60869565216
5601;Noorbeek;228000,0
5602;Noord;236183,47826086957
5603;Noord 1;367741,93548387097
5604;Noord 2;252045,45454545456
5605;Noord 3;243294,11764705883
5606;Noord 4;302560,6060606061
5607;Noord Deurningen kern;235000,0
5608;Noord End;455740,0
5609;Noord Esmarke;691000,0
5610;Noord Hofland;409471,1538461539
5611;Noord Meeuwenoord;312076,92307692306
5612;Noord Oost;366454,54545454547
5613;Noord Scharwoude;287269,23076923075
5614;Noord Sleen;352800,0
5615;Noord West;207495,11764705883
5616;Noordbarge;339260,0
5617;Noordbeemster;375800,0
5618;Noordbroek;195616,66666666666
5619;Noordburgum;234750,0
5620;Noordbuurt;430174,4186046512
5621;Noorddijk;350000,0
5622;Noorddijk en omgeving;560000,0
5623;Noorddorp;529000,0
5624;Noordeinde;466000,0
5625;Noordelijk Molenveld;158600,0
5626;Noordeloos;261142,85714285713
5627;Noorden (gedeeltelijk);509928,5714285714
5628;Noordenbergkwartier;302500,0
5629;Noordenbergsingel;377833,3333333333
5630;Noorder Enk;251500,0
5631;Noorder IJplas;319000,0
5632;Noordereiland;289831,63265306124
5633;Noorderham;255608,1081081081
5634;Noorderhaven;237308,75
5635;Noorderhoek I;147823,5294117647
5636;Noorderhoek II;354615,3846153846
5637;Noorderhoofdbuurt;284666,6666666667
5638;Noorderhoogebrug;273166,6666666667
5639;Noorderhout;450000,0
5640;Noorderkwartier;258250,390625
5641;Noorderneg;912500,0
5642;Noorderpark;132070,0
5643;Noorderplantsoenbuurt;228882,35294117648
5644;Noorderplassen;421158,9855072464
5645;Noorderplein;190184,2105263158
5646;Noorderstrook West;287500,0
5647;Noorderwaard Noord;292108,6956521739
5648;Noorderwaard Zuid;436406,25
5649;Noordeveld;432333,3333333333
5650;Noordgeest;262078,94736842104
5651;Noordgouwe;472000,0
5652;Noordhoek;311187,5
5653;Noordhorn;247905,88235294117
5654;Noordhove Oost;283839,68253968254
5655;Noordhove West;370803,0303030303
5656;Noordijk;289666,6666666667
5657;Noordkade;358583,3333333333
5658;Noordkethelpolder;441666,6666666667
5659;Noordlangeweg;278055,55555555556
5660;Noordlaren;408000,0
5661;Noordoever Sloterplas;298324,56140350876
5662;Noordoost;197134,61538461538
5663;Noordoostelijke Buitenwijken;309743,9024390244
5664;Noordoosthoek;195425,92592592593
5665;Noordoostkwadrant Indische buurt;321133,3333333333
5666;Noordpolder;213303,7037037037
5667;Noordpolder Delfgauw;399000,0
5668;Noordpolder Pijnacker;519500,0
5669;Noordpolderbuurt;162424,75
5670;Noordrand;290000,0
5671;Noordscheschut kern;289541,6666666667
5672;Noordse Buurt;518166,6666666667
5673;Noordse Dorp;672500,0
5674;Noordvest;310000,0
5675;Noordwelle;488333,3333333333
5676;Noordwest;175846,15384615384
5677;Noordwestkwadrant Indische buurt Noord;361521,4285714286
5678;Noordwestkwadrant Indische buurt Zuid;336164,0625
5679;Noordwijkerhout;342015,6862745098
5680;Noordwolde;295390,625
5681;Noordzijde;739500,0
5682;Noorwijck;268225,0
5683;Nootdorp Centrum/West;313040,0
5684;Norden en Hazenbos;187875,0
5685;Norg;273056,8181818182
5686;Norschoten;318266,6666666667
5687;Notre Dame;214940,0
5688;Nude buurt;175742,1875
5689;Nudepark  Rijnhaven en Industrieweg;529000,0
5690;Nuenen Noord;403804,347826087
5691;Nuenen Oost;379189,3939393939
5692;Nuenen Zuid;350187,14285714284
5693;Nuis;236571,42857142858
5694;Nulland;151325,0
5695;Numansdorp;245151,16279069768
5696;Nummer Eén en omgeving;282666,6666666667
5697;Nunspeet Oost;305489,62264150946
5698;Nunspeet West;310095,74468085106
5699;Nunspeet Zuid;527000,0
5700;Nuovaweg;224666,66666666666
5701;Nuth;194342,85714285713
5702;Obbicht;225075,0
5703;Obdam;289202,85714285716
5704;Obergum;219650,0
5705;Ochten;293865,8333333333
5706;Ockenburgh;680714,2857142857
5707;Odijk;420418,0327868852
5708;Odiliapeel;294033,3333333333
5709;Odoorn;261100,0
5710;Odoornerveen;253900,0
5711;Oeffelt Centrum;322095,2380952381
5712;Oeken kern;895000,0
5713;Oeloven;255727,27272727274
5714;Oene;447166,6666666667
5715;Oensel;499000,0
5716;Oentsjerk;280833,3333333333
5717;Oerle;460586,2068965517
5718;Offenbeek;218761,90476190476
5719;Officiervliet Oost;255000,0
5720;Officiervliet West;825000,0
5721;Ohé;364142,85714285716
5722;Oijen;401181,8181818182
5723;Oikos;198676,4705882353
5724;Oirlo;275750,0
5725;Oirsbeek;262371,4285714286
5726;Oirschot Centrum;366857,14285714284
5727;Oirschot Noordoost;930000,0
5728;Okkenbroek;388666,6666666667
5729;Olburgen;250000,0
5730;Oldeberkoop;254227,27272727274
5731;Oldebroek;306148,14814814815
5732;Oldegalieën;161055,55555555556
5733;Oldeholtpade;243375,0
5734;Oldehove;241498,21739130435
5735;Oldekerk;229718,18181818182
5736;Oldelamer;199500,0
5737;Oldemarkt;218948,725
5738;Oldenbarneveld;263289,7727272727
5739;Oldenelerbroek;249108,69565217392
5740;Oldenelerlanden Oost;246267,85714285713
5741;Oldenelerlanden West;413785,71428571426
5742;Oldenhove;270000,0
5743;Olland;396714,28571428574
5744;Olofsbuurt;268208,3333333333
5745;Olst Centrum Oost;239441,17647058822
5746;Olst Centrum West;232947,36842105264
5747;Olympiakwartier;215571,42857142858
5748;Olympisch Stadion e.o.;586500,0
5749;Omg. 't Seuverick;379785,71428571426
5750;Omg. 't Westend;234625,0
5751;Omg. Bej.Centrum/Molen;319825,0
5752;Omg. Boxtelsebn/Waterhoef;318080,6451612903
5753;Omg. Bunders;444821,4285714286
5754;Omg. De Lind/Kerkstr;455605,2631578947
5755;Omg. Dotterpln/Wildemanstr;518892,85714285716
5756;Omg. Europaln/Hondsbergseln;1251888,888888889
5757;Omg. Klompven/Eikenven;997000,0
5758;Omg. Levenskerk/Boomgaard;503160,0
5759;Omg. Pannenschuur Centrum;281791,6666666667
5760;Omg. Petrus Kerk;344222,22222222225
5761;Omgeving George Perklaan;414666,6666666667
5762;Omgeving Industrieterrein;443500,0
5763;Omgeving Leeuwarderweg en bungalowpark;335666,6666666667
5764;Omloop;733964,2857142857
5765;Ommel;358562,5
5766;Ommelanderwijk;149333,33333333334
5767;Ommeren met Den Eng;399500,0
5768;Ommerveld en verspreide huizen polder Meerten;547333,3333333334
5769;Ommoord;231321,46341463414
5770;Onder Eindt Zandberg;457000,0
5771;Onder de Bomen;273755,1724137931
5772;Onder de Linden;243978,37837837837
5773;Onderdendam;152250,0
5774;Onderdijk;291120,6896551724
5775;Onderste en Bovenste Molen;710000,0
5776;Onderwijzersbuurt;220333,33333333334
5777;Ondiep;288889,70588235295
5778;Onnen;419937,5
5779;Onstwedde;179045,45454545456
5780;Onstwedde Buitengebied Noord;159500,0
5781;Onstwedde Buitengebied Zuid;364200,0
5782;Oog in Al;531177,0833333334
5783;Ooghduyne;304475,0
5784;Ooievaarsnest;491045,45454545453
5785;Ooij;247264,70588235295
5786;Ool;650000,0
5787;Oolder Veste;412270,8333333333
5788;Ooltgensplaat buitengebied;294500,0
5789;Ooltgensplaat woonkern;198178,57142857142
5790;Oorden;492352,9411764706
5791;Oorlogsheldenbuurt;285482,35294117645
5792;Oosseld en Vijverberg Zuidwest;261453,125
5793;Oost;219644,53636363638
5794;Oost Graftdijk;369250,0
5795;Oost Knollendam;553666,6666666666
5796;Oost Loon;239000,0
5797;Oost Vlieland;395000,0
5798;Oostambacht/Heronpark;557631,5789473684
5799;Oostbroek Noord;171665,38461538462
5800;Oostbroek Zuid;178238,06818181818
5801;Oostburg;206271,18644067796
5802;Oostbuurt;259152,83018867925
5803;Oostdijk;223300,0
5804;Oostdorp;471071,4285714286
5805;Oosteind;252909,0909090909
5806;Oosteind en De Kooy;235839,2857142857
5807;Oosteinde;466817,64705882355
5808;Oosteinde Buiten;424750,0
5809;Oosteinde en Slot;338500,0
5810;Oosteindsche Ackers;443988,4528301887
5811;Oostelbeers;391666,6666666667
5812;Oostelijk Nieuw Schoonebeek;238250,0
5813;Oostelijke Handelskade;532250,0
5814;Oostelijke Vechtoever;722000,0
5815;Oostenburg;379916,6666666667
5816;Oostendam;250545,90163934426
5817;Oostendorp;310190,4761904762
5818;Ooster Ee;389166,6666666667
5819;Ooster Eng Noord;307743,58974358975
5820;Ooster Eng Zuid;318382,35294117645
5821;Oosterbierum;123000,0
5822;Oosterblokker;391153,8461538461
5823;Oosterdiep;202928,57142857142
5824;Oosterdokseiland;849888,8888888889
5825;Oosterduin;626750,0
5826;Oosterend;240400,0
5827;Oostereng;899657,8947368421
5828;Oosteres;319250,0
5829;Oosterflank;204260,36036036036
5830;Oosterhaar;274407,8947368421
5831;Oosterheem Noord Oost;380829,03225806454
5832;Oosterheem Zuid West;381152,5390070922
5833;Oosterhesselen;242188,09523809524
5834;Oosterholt;379791,6666666667
5835;Oosterhoogebrug;276796,875
5836;Oosterhout;319858,93617021275
5837;Oosterland;186444,44444444444
5838;Oosterleek;389666,6666666667
5839;Oostermeenthe;177435,48387096773
5840;Oosternijkerk;180464,2857142857
5841;Oosterpark;224454,02298850575
5842;Oosterparkbuurt Noordwest;383489,79591836734
5843;Oosterparkbuurt Zuidoost;444285,71428571426
5844;Oosterparkbuurt Zuidwest;439972,22222222225
5845;Oosterpoort;197975,0
5846;Oosterse Gorzenwijk;240954,54545454544
5847;Oosterstraat;268430,76923076925
5848;Oosterstreek;301125,0
5849;Oostertocht;257507,27272727274
5850;Oostertuinen;217590,9090909091
5851;Oosterwei;136250,0
5852;Oosterwijk;182854,54545454544
5853;Oosterwijtwerd;150000,0
5854;Oosterwolde;195152,38095238095
5855;Oosterzee Buitengebied;312250,0
5856;Oosterzee Kom;215500,0
5857;Oosterzij;319115,625
5858;Oosthem;382125,0
5859;Oosthout;334489,1304347826
5860;Oosthuizen;365076,92307692306
5861;Oostkapelle;311500,0
5862;Oostmahorn;69500,0
5863;Oostmolenpark;308999,8214285714
5864;Oostoever Sloterplas;418952,38095238095
5865;Oostpolder;308860,4651162791
5866;Oostpolder in Schieland;315000,0
5867;Oostpolderwijk;275500,0
5868;Oostpoort;512921,05263157893
5869;Oostrandpark;395750,0
5870;Oostrum;252652,1739130435
5871;Oostsloot;159820,58823529413
5872;Oostvaardersbuurt;297439,552238806
5873;Oostvliet;322500,0
5874;Oostvoorne;395245,45454545453
5875;Oostwijken  De Beitel;198433,33333333334
5876;Oostwold;149392,85714285713
5877;Oostwoud;500277,77777777775
5878;Oostzanerdijk;447500,0
5879;Ootmarsum Cellenkamp Palthenkamp;253625,0
5880;Ootmarsum Kern;297791,6666666667
5881;Ootmarsum Randkern;291425,0
5882;Ootmarsum villapark Stobbenkamp;329000,0
5883;Ootmarsumsestraat en omgeving;252463,15789473685
5884;Ooy;445562,5
5885;Ooyerhoek;265109,375
5886;Op Buuren;477712,1212121212
5887;Op de Heide;154477,9411764706
5888;Op de Kamp;168166,66666666666
5889;Op de Nobel;237812,5
5890;Op de Vaard;280100,0
5891;Op de Vos;198142,85714285713
5892;Op den Haan;185062,5
5893;Op den Haar;300513,5135135135
5894;Op gen Hoes;112000,0
5895;Opbroek;342600,0
5896;Opeinde;276727,2727272727
5897;Opende Oost;422000,0
5898;Opende West;174875,0
5899;Operabuurt;303467,7419354839
5900;Ophemert;367666,6666666667
5901;Opheusden;318475,0
5902;Ophoven;222583,92857142858
5903;Opijnen;309947,36842105264
5904;Oploo;309718,1818181818
5905;Opmeer Noord;355187,5
5906;Opmeer Zuid  Spanbroek (gedeeltelijk);261287,87878787878
5907;Oppenhuizen;306714,28571428574
5908;Opperdoes;346833,3333333333
5909;Opperduit;392416,6666666667
5910;Opstal;318014,28571428574
5911;Oranje;186333,33333333334
5912;Oranje Nassau;656489,3617021276
5913;Oranje Nassaupark Noord;728857,1428571428
5914;Oranje Nassaupark Zuid;838692,3076923077
5915;Oranjebuurt;338082,72357723577
5916;Oranjebuurt I en Ruivert;222500,0
5917;Oranjebuurt II;222444,44444444444
5918;Oranjedorp;291333,3333333333
5919;Oranjekwartier;259720,0
5920;Oranjelaan;838000,0
5921;Oranjepark;412176,4705882353
5922;Oranjeplaat;850000,0
5923;Oranjewijk;281616,0714285714
5924;Oranjewijk 1;360083,3333333333
5925;Oranjewijk 2;327642,85714285716
5926;Oranjewijk Noord;209666,66666666666
5927;Oranjewijk Zuid;225166,66666666666
5928;Oranjewijk en Dorsveld;290541,6666666667
5929;Oranjewoud;360018,0
5930;Orden;276992,85714285716
5931;Orteliusbuurt Midden;347407,4074074074
5932;Orteliusbuurt Noord;334227,2727272727
5933;Orteliusbuurt Zuid;337526,3157894737
5934;Orthen;304343,75
5935;Orthen West;246500,0
5936;Orthenpoort;310535,71428571426
5937;Orvelte;471666,6666666667
5938;Osdorp Midden Noord;285625,0
5939;Osdorp Midden Zuid;285360,0
5940;Osdorp Zuidoost;280488,63636363635
5941;Osdorper Bovenpolder;693500,0
5942;Osdorpplein e.o.;267391,3043478261
5943;Ospel;270817,2413793103
5944;Ospeldijk;330050,0
5945;Ossehaar;271073,5294117647
5946;Ossendrecht;241703,38983050847
5947;Ossenkoppelerhoek Midden Noord;136280,95238095237
5948;Ossenkoppelerhoek Midden Zuid;122450,0
5949;Ossenkoppelerhoek Oost;144405,88235294117
5950;Ossenkoppelerhoek West;139793,10344827586
5951;Ossenzijl;332666,6666666667
5952;Osseveld Oost;296419,64285714284
5953;Osseveld West;320304,347826087
5954;Oterleek;449000,0
5955;Othene;318205,2631578947
5956;Otterlo dorp;493433,3333333333
5957;Ottersum;280800,0
5958;Ottersveen;199725,0
5959;Ottoland;434000,0
5960;Oud Ade en Zevenhuizen;386142,85714285716
5961;Oud Alblas Kern;259722,22222222222
5962;Oud Alblas landelijk gebied;1336250,0
5963;Oud Assendorp;238441,17647058822
5964;Oud Biddinghuizen;172611,11111111112
5965;Oud Biddinghuizen Buiten;251666,66666666666
5966;Oud Bodegraafseweg;595000,0
5967;Oud Boshoven;519400,0
5968;Oud Caberg;245052,0
5969;Oud Charlois;169100,3310810811
5970;Oud Clingendaal;973166,6666666666
5971;Oud Crooswijk;209407,8947368421
5972;Oud Delfgauw;421650,0
5973;Oud Den Helder;156150,0
5974;Oud Diemen;649164,0
5975;Oud Dongen;316120,6896551724
5976;Oud Dronten;216100,0
5977;Oud Empel;654833,3333333334
5978;Oud Gastel;265141,7910447761
5979;Oud Geleen en Haesselderveld;188900,0
5980;Oud Haarlem;756650,0
5981;Oud Hoograven Noord;397465,11627906974
5982;Oud Hoograven Zuid;371722,22222222225
5983;Oud IJlst;461333,3333333333
5984;Oud IJmuiden;211261,90476190476
5985;Oud IJsselmonde;259982,05128205128
5986;Oud Ittersum;358342,1052631579
5987;Oud Koog;244713,11475409835
5988;Oud Kortenhoef;567000,0
5989;Oud Krimpen;270496,77419354836
5990;Oud Loon;299511,4285714286
5991;Oud Loosdrecht;710972,972972973
5992;Oud Mathenesse;129086,85897435897
5993;Oud Nieuwenhagen;171362,06896551725
5994;Oud Noord;330428,5714285714
5995;Oud Overdie;265676,4705882353
5996;Oud Reeuwijk;725000,0
5997;Oud Rijswijk;292263,829787234
5998;Oud Rochdale;174266,66666666666
5999;Oud Roosteren;237666,66666666666
6000;Oud Sabbinge;53500,0
6001;Oud Schelle;437583,3333333333
6002;Oud Scheveningen;324279,06976744183
6003;Oud Spaarndam;405000,0
6004;Oud Sportpark;196615,38461538462
6005;Oud Stein;264206,8965517241
6006;Oud Swifterbant;188888,88888888888
6007;Oud Valkenburg;432500,0
6008;Oud Velp;342250,0
6009;Oud Verlaat;635000,0
6010;Oud Vossemeer;258079,54545454544
6011;Oud Wassenaar;996941,1764705882
6012;Oud West;325280,48780487804
6013;Oud Westenholte;336166,6666666667
6014;Oud Zaandijk;262307,6923076923
6015;Oud Zevenaar;524000,0
6016;Oud Zuid;276931,3725490196
6017;Oud Zuilen;569666,6666666666
6018;Ouddorp buitengebied;560111,1111111111
6019;Ouddorp centrum;339708,3333333333
6020;Ouddorp noord;379142,85714285716
6021;Ouddorp oude nieuwlandseweg;643333,3333333334
6022;Ouddorp zuid;318884,6153846154
6023;Oude Amsterdamsebuurt;346650,0
6024;Oude Apeldoornseweg en omgeving;328125,0
6025;Oude Binnenstad;223814,5
6026;Oude Binnenstad en Nieuwstad;260468,75
6027;Oude Buitenwijken;276250,0
6028;Oude Dijk;217600,0
6029;Oude Dorp;393857,47959183675
6030;Oude Dorp  Indische buurt en omgeving;543448,275862069
6031;Oude Gasfabriek;257875,0
6032;Oude Gouw Gommerwijk;188361,90476190476
6033;Oude Gracht Oost;434666,6666666667
6034;Oude Gracht West;245233,82352941178
6035;Oude Kamp;355000,0
6036;Oude Kerk e.o.;564166,6666666666
6037;Oude Kern;443000,0
6038;Oude Kern Bennebroek;396642,85714285716
6039;Oude Meer;235000,0
6040;Oude Molenbuurt;211442,3076923077
6041;Oude Moolweg en Laone;474500,0
6042;Oude Niedorp;347833,3333333333
6043;Oude Noorden;294131,14285714284
6044;Oude Nude;542000,0
6045;Oude Oosterhei;320625,0
6046;Oude Pekela;153654,91549295775
6047;Oude Plaats;181616,66666666666
6048;Oude Schuttingskanaal;225600,0
6049;Oude Sluis;329500,0
6050;Oude Spoorbaan;259235,29411764705
6051;Oude Stad;284621,4285714286
6052;Oude Stad Huissen;293350,0
6053;Oude Stadskern;243413,33333333334
6054;Oude Tonge buitengebied;369100,0
6055;Oude Tonge centrum;202131,57894736843
6056;Oude Tonge planetenbuurt;210975,0
6057;Oude Tonge prinsessenbuurt handelskade;258428,57142857142
6058;Oude Toren;305710,5263157895
6059;Oude Vaart;207000,0
6060;Oude Werf;972500,0
6061;Oude Westen;411581,3953488372
6062;Oude Wetering;304089,74358974356
6063;Oudebildtzijl;189071,42857142858
6064;Oudebildtzijl   Nieuwebildtdijk;141750,0
6065;Oudebildtzijl   Oudebildtdijk;159250,0
6066;Oudega;227066,66666666666
6067;Oudegoedstraat;276710,0
6068;Oudehaske;242117,64705882352
6069;Oudehorne;429625,0
6070;Oudeland;284580,0
6071;Oudeland en Meubelmaker;303750,0
6072;Oudelande (Kern);237250,0
6073;Oudelandse Hoeve;149178,57142857142
6074;Oudemirdum;336950,0
6075;Oudemolen;306000,0
6076;Oudenbosch Centrum;248763,88888888888
6077;Oudendijk;375785,71428571426
6078;Oudenhof;548000,0
6079;Ouderkerk aan de Amstel;539148,8095238095
6080;Ouderkerk aan den IJssel;266861,7021276596
6081;Ouderzorg inclusief De Houtkamp;291317,3076923077
6082;Oudeschans;139500,0
6083;Oudeschild;384638,8888888889
6084;Oudeschoot;317490,9090909091
6085;Oudesluis;255611,11111111112
6086;Oudeveen en De Schans en omgeving;250584,1463414634
6087;Oudeweg;483714,28571428574
6088;Oudheusden;211788,70967741936
6089;Oudijk;
6090;Oudkarspel;344517,2413793103
6091;Oudleusen kern;250500,0
6092;Oudorp Centrum;355809,5238095238
6093;Oudorp Noord en Oudorp Oost;331107,14285714284
6094;Oudorperpolder Midden;312375,0
6095;Oudorperpolder Noord;309055,55555555556
6096;Oudorperpolder Zuid;225750,0
6097;Oudover;870500,0
6098;Oudtburgh;950000,0
6099;Oudwijk;420350,5747126437
6100;Oudwoude;291000,0
6101;Out Jaar;260308,63636363635
6102;Ouwe Gouwe;213142,85714285713
6103;Ouwerkerk;243875,0
6104;Ouwsterhaule;216833,33333333334
6105;Oventje;431600,0
6106;Over de Keen;228815,7894736842
6107;Over het Lange Water;152429,2705882353
6108;Overakker;375375,0
6109;Overasselt;374750,0
6110;Overbos;226833,33333333334
6111;Overbrug;585000,0
6112;Overbuurtse Polder;810000,0
6113;Overcingel;294928,5714285714
6114;Overdie Oost;149125,0
6115;Overdie West;225083,33333333334
6116;Overdiemerpolder;487378,25
6117;Overdinkel kern;227224,1379310345
6118;Overduin;345117,64705882355
6119;Overgooi;1115285,0
6120;Overhoeken;706400,0
6121;Overhoeks;676682,0898876404
6122;Overhoven;189596,66666666666
6123;Overig Almere Buiten;450000,0
6124;Overig Almere Hout;577375,0
6125;Overig Colmschate Noord;499000,0
6126;Overig Giethoorn Noord;489083,3333333333
6127;Overig Stad Hardenberg;303692,3076923077
6128;Overige verspreide huizen;354357,14285714284
6129;Overige verspreide huizen Goudswaard;199500,0
6130;Overige verspreide huizen Hoofdplaat;292000,0
6131;Overige verspreide huizen Hoogblokland;389000,0
6132;Overige verspreide huizen Vianen;569000,0
6133;Overige verspreide huizen Zuid Beijerland;535000,0
6134;Overkamp;304700,0
6135;Overkroeten;315672,4137931034
6136;Overlanderstraat en omgeving;232500,0
6137;Overlangel;471500,0
6138;Overloon Centrum;300145,1612903226
6139;Overschie;236412,98076923078
