;global_id;postcode;Gemeentenaam;Buurtnaam;Afstand_tot_huisartsenpraktijk_km
178803;4550181;1972LJ;Velsen                                  ;Zeeheldenbuurt;3
178810;4557057;2593CT;s Gravenhage                           ;Bezuidenhout Oost;4
178812;4547918;1052RZ;Amsterdam                               ;Da Costabuurt Noord;2
178819;4579487;2595CR;s Gravenhage                           ;Bezuidenhout Oost;4
178821;4579485;4614VB;Bergen op Zoom                          ;Meilust Zuid;4
178830;4548137;3845DZ;Harderwijk                              ;Drielanden Centrum;4
178834;4548327;3812KE;Amersfoort                              ;Rivierenbuurt West;4
178847;4599635;3572GE;Utrecht                                 ;Wittevrouwen;4
178850;4599652;1056HK;Amsterdam                               ;Landlust Zuid;3
178862;4599674;2231LR;Katwijk                                 ;Centrum Noord;4
178868;4550472;2551XH;s Gravenhage                           ;Nieuw Waldeck;4
178881;4557575;2512VD;s Gravenhage                           ;Kortenbos;4
178909;4550192;3881DG;Putten                                  ;Putten Centrum;4
178915;4550412;3021DM;Rotterdam                               ;Middelland;3
178921;4550717;7557DJ;Hengelo                                 ;De Noork;4
178924;4600072;3034NV;Rotterdam                               ;Oud Crooswijk;4
178926;4550775;3826GN;Amersfoort                              ;Hogesteeg;2
178946;4550934;3512JR;Utrecht                                 ;Domplein  Neude  Janskerkhof;4
178954;4551736;1094SW;Amsterdam                               ;Zuidwestkwadrant Indische buurt;2
178955;4551791;9601AN;Midden Groningen                        ;Westerpark;4
178960;4600353;4611KC;Bergen op Zoom                          ;Centrum;3
178961;4551084;3826HE;Amersfoort                              ;Hogesteeg;2
178969;4600417;8921KM;Leeuwarden                              ;Cambuur;3
178976;4551181;3037TC;Rotterdam                               ;Liskwartier;3
178983;4553214;3131CX;Vlaardingen                             ;Centrum;3
178991;4558575;2584ED;s Gravenhage                           ;Visserijbuurt;3
178995;4551271;2597JC;s Gravenhage                           ;Waalsdorp;4
179002;4558684;2548VG;s Gravenhage                           ;Zonne Veld;4
179004;4551331;9034HC;Waadhoeke                               ;Marsum;3
179015;4558721;6851AG;Lingewaard                              ;Oude Stad Huissen;2
179016;4600739;3972VC;Utrechtse Heuvelrug                     ;Wildbaan Dennenburg;4
179017;4551456;3581TG;Utrecht                                 ;Oudwijk;3
179018;4551453;3021LM;Rotterdam                               ;Middelland;3
179021;4558767;1079CW;Amsterdam                               ;Scheldebuurt Midden;2
179023;4600813;3255AV;Goeree Overflakkee                      ;Oude Tonge prinsessenbuurt handelskade;4
179024;4554068;9671EG;Oldambt                                 ;Winschoten Centrum;4
179026;4600829;3201LZ;Nissewaard                              ;De Dijk;2
179049;4600999;2574AV;s Gravenhage                           ;Rustenburg;4
179055;4558964;5014KS;Tilburg                                 ;Hoefstraat Zuid;3
179057;4551679;1034KE;Amsterdam                               ;Banne Zuidwest;2
179058;4551680;2801AS;Gouda                                   ;Nieuwe Park Oost;4
179064;4558968;2902TB;Capelle aan den IJssel                  ;Dichtersbuurt;3
179068;4555356;7958NC;De Wolden                               ;Koekange;4
179069;4559022;1078NJ;Amsterdam                               ;Scheldebuurt Oost;2
179072;4601158;1947HT;Beverwijk                               ;Oranjebuurt;3
179074;4601145;3906AR;Veenendaal                              ;Vogelbuurt;4
179075;4559029;7442WR;Hellendoorn                             ;De Blokken;4
179086;4601177;5935VP;Venlo                                   ;Nieuw Steyl;4
179091;4555785;1078MT;Amsterdam                               ;Scheldebuurt Midden;2
179092;4559134;2324LB;Leiden                                  ;Boshuizen;4
179104;4551890;1614TC;Stede Broec                             ;Lutjebroek;4
179126;4556511;1093HL;Amsterdam                               ;Dapperbuurt Zuid;3
179134;4559298;7361AM;Apeldoorn                               ;Beekbergen;4
179144;4559329;1051GS;Amsterdam                               ;Westerstaatsman;3
179152;4552053;9671CP;Oldambt                                 ;Winschoten Centrum;4
179156;4601458;2548WL;s Gravenhage                           ;Zonne Veld;4
179158;4552080;3911XR;Rhenen                                  ;Achterberg West;2
179166;4557587;1072NT;Amsterdam                               ;Sarphatiparkbuurt;4
179167;4552165;3083MA;Rotterdam                               ;Carnisse;3
179170;4557805;1075HG;Amsterdam                               ;Valeriusbuurt Oost;3
179182;4559530;4201AK;Gorinchem                               ;Bovenstad;3
179186;4559542;2584EA;s Gravenhage                           ;Visserijbuurt;3
179188;4559564;1069HN;Amsterdam                               ;Zuidwestkwadrant Osdorp Noord;3
179190;4601639;1059SV;Amsterdam                               ;Aalsmeerwegbuurt West;3
179192;4559610;5022EM;Tilburg                                 ;Visserijbuurt;3
179197;4552352;1171DA;Haarlemmermeer                          ;Badhoevedorp Centrum;3
179206;4552431;3311KM;Dordrecht                               ;Burgemeester de Raadtsingel en omgeving;3
179209;4559734;2807DE;Gouda                                   ;Molenbuurt;3
179214;4601959;3112GP;Schiedam                                ;Rotterdamsedijk;4
179222;4559863;3572CT;Utrecht                                 ;Wittevrouwen;4
179225;4559882;1213RZ;Hilversum                               ;Schilderskwartier;4
179232;4558784;1943KZ;Beverwijk                               ;Plantage;3
179233;4602078;7009CR;Doetinchem                              ;De Happert Leerinkstraat;3
179237;4602185;4815GW;Breda                                   ;Belcrum;4
179242;4560029;1951BP;Velsen                                  ;Watervlietbuurt;2
179250;4559200;3641AA;De Ronde Venen                          ;Proostdijland;3
179279;4559371;5021CS;Tilburg                                 ;Broekhoven I;4
179282;4552874;1068ZZ;Amsterdam                               ;Meer en Oever;4
179309;4602463;6037SN;Leudal                                  ;Kern Kelpen Oler;3
179311;4560358;1059AN;Amsterdam                               ;Aalsmeerwegbuurt West;3
179323;4553313;5243GM;s Hertogenbosch                        ;Rosmalen Centrum;3
179325;4602587;8061ED;Zwartewaterland                         ;Hasselt Dedemsvaart;4
179331;4602597;2562SR;s Gravenhage                           ;Valkenboskwartier;3
179332;4560560;5334JV;Maasdriel                               ;Velddriel;4
179334;4602622;1171TN;Haarlemmermeer                          ;Badhoevedorp Centrum;3
179343;4553450;2564GS;s Gravenhage                           ;Heesterbuurt;2
179344;4553465;1394JS;Wijdemeren                              ;Splegelpolder;4
179348;4553459;2026SV;Haarlem                                 ;Nachtegaalbuurt;3
179381;4560982;1111GL;Diemen                                  ;Centrum Oost;3
179382;4561011;8531GB;De Fryske Marren                        ;Lemmer Rienplan;3
179387;4553788;3524LT;Utrecht                                 ;Lunetten Noord;4
179390;4561071;6441CD;Brunssum                                ;Op den Haan;4
179402;4562340;1973XB;Velsen                                  ;Saturnusbuurt;3
179403;4553894;3039NC;Rotterdam                               ;Blijdorp;3
179405;4562153;3204EL;Nissewaard                              ;Voorden;4
179409;4561138;1561DG;Zaanstad                                ;Snuiverbuurt;4
179414;4561193;1066AZ;Amsterdam                               ;Staalmanbuurt;3
179415;4603253;3201LZ;Nissewaard                              ;De Dijk;2
179428;4603360;3962AM;Wijk bij Duurstede                      ;De Heul;4
179433;4603398;3255BK;Goeree Overflakkee                      ;Oude Tonge prinsessenbuurt handelskade;4
179439;4563030;1852EX;Heiloo                                  ;Akkerbuurt;4
179462;4561369;3235DZ;Westvoorne                              ;Rockanje;4
179467;4563197;5492AA;Meierijstad                             ;Sint Oedenrode Centrum Noord;4
179472;4603582;1013SV;Amsterdam                               ;Spaarndammerbuurt Zuidoost;3
179475;4563300;3401GP;IJsselstein                             ;Achterveld West;3
179488;4561546;3581LD;Utrecht                                 ;Oudwijk;3
179490;4563680;8014ZR;Zwolle                                  ;Oud Ittersum;4
179496;4561616;3523GS;Utrecht                                 ;Tolsteeg en Rotsoord;4
179497;4561626;3083ZS;Rotterdam                               ;Carnisse;3
179499;4561629;3083ZS;Rotterdam                               ;Carnisse;3
179507;4563807;6413ED;Heerlen                                 ;Heerlerheide Kom;3
179513;4603955;3312VL;Dordrecht                               ;Indische Buurt Zuid;3
179517;4561827;2411SP;Bodegraven Reeuwijk                     ;Dronenwijk;4
179525;4563961;1058DK;Amsterdam                               ;Postjeskade e.o.;4
179528;4561918;3039XP;Rotterdam                               ;Blijdorp;3
179538;4562040;3137WE;Vlaardingen                             ;Kruidenbuurt;4
179541;4564089;2283GW;Rijswijk                                ;Stationskwartier;4
179555;4604422;3511MG;Utrecht                                 ;Hooch Boulandt;2
179559;4562228;3201LZ;Nissewaard                              ;De Dijk;2
179566;4604500;6001GN;Weert                                   ;Weert Centrum;4
179570;4564281;2586GJ;s Gravenhage                           ;Scheveningen Badplaats;3
179576;4604657;2805RD;Gouda                                   ;Ouwe Gouwe;4
179580;4562401;5021EN;Tilburg                                 ;Broekhoven II Oost;3
179593;4564544;1052VG;Amsterdam                               ;Frederik Hendrikbuurt Zuidwest;4
179595;4564569;2461CZ;Nieuwkoop                               ;Ter Aar Centrum (voorheen Aardam);4
179597;4564655;3083SR;Rotterdam                               ;Carnisse;3
179609;4605153;3073GA;Rotterdam                               ;Bloemhof;4
179616;4605271;2381KJ;Zoeterwoude                             ;Vogelweide;2
179640;4565267;1056EA;Amsterdam                               ;John Franklinbuurt;4
179646;4445038;2908BC;Capelle aan den IJssel                  ;Sporenbuurt west;3
179651;4454806;3132CN;Vlaardingen                             ;Zuidbuurt;4
179652;4605693;3039ST;Rotterdam                               ;Blijdorp;3
179653;4605623;6524NP;Nijmegen                                ;Galgenveld;4
179655;4565367;1561AN;Zaanstad                                ;Zuiderhoofdbuurt;4
179659;4565371;2571CD;s Gravenhage                           ;Oostbroek Noord;2
179660;4605740;3334AM;Zwijndrecht                             ;Vogelbuurt Oost;4
179662;4565412;1052LW;Amsterdam                               ;Frederik Hendrikbuurt Zuidoost;2
179666;4472150;3641AA;De Ronde Venen                          ;Proostdijland;3
179668;4565500;6125BP;Sittard Geleen                          ;Obbicht;4
179671;4565553;1032HN;Amsterdam                               ;Bloemenbuurt Zuid;3
179676;4497268;1058VD;Amsterdam                               ;Postjeskade e.o.;4
179680;4495318;1056SH;Amsterdam                               ;Jan Maijenbuurt;3
179684;4532796;6901DV;Zevenaar                                ;Molenwijk;4
179692;4565677;2565KK;s Gravenhage                           ;Bomenbuurt;4
179699;4606133;5921CT;Venlo                                   ;Blerick Centrum;4
179703;4565776;2573WR;s Gravenhage                           ;Oostbroek Zuid;4
179705;4565805;1947HT;Beverwijk                               ;Oranjebuurt;3
179710;4554210;3583RJ;Utrecht                                 ;Schildersbuurt;3
179718;4606337;5212PA;s Hertogenbosch                        ;De Muntel;3
179721;4554384;1079NS;Amsterdam                               ;Scheldebuurt West;2
179722;4554425;2131BJ;Haarlemmermeer                          ;Hoofddorp West;3
179724;4606362;2624JK;Delft                                   ;Roland Holstbuurt;3
179727;4554456;7901BX;Hoogeveen                               ;West;4
179738;4566036;2573GL;s Gravenhage                           ;Oostbroek Zuid;4
179742;4608390;7901GA;Hoogeveen                               ;West;4
179746;4555276;1053BP;Amsterdam                               ;Bellamybuurt Zuid;3
179756;4554803;8096BD;Oldebroek                               ;Oldebroek;4
179757;4537197;1059XH;Amsterdam                               ;Aalsmeerwegbuurt West;3
179759;4607067;1082RD;Amsterdam                               ;Gelderlandpleinbuurt;4
179764;4562653;1012GR;Amsterdam                               ;Kop Zeedijk;3
179765;4554888;4233EE;Zederik                                 ;Ameide Kern;4
179776;4562754;1403HV;Gooise Meren                            ;Ooster Eng Zuid;4
179779;4606869;4411BA;Reimerswaal                             ;Rilland   Kern;4
179781;4606877;4456AM;Borsele                                 ;Lewedorp (Kern);3
179786;4555336;1053BP;Amsterdam                               ;Bellamybuurt Zuid;3
179787;4607006;4707AK;Roosendaal                              ;Kroeven Noordwest;3
179801;4607171;5237LB;s Hertogenbosch                        ;Maasvallei;4
179817;4563307;3471CZ;Woerden                                 ;Kamerik (dorp);4
179818;4555792;1353AN;Almere                                  ;Centrum Almere Haven;3
179821;4563176;1072CB;Amsterdam                               ;Frans Halsbuurt;2
179822;4563154;1016TH;Amsterdam                               ;Groenmarktkadebuurt;3
179826;4607284;3311CV;Dordrecht                               ;Groenmarkt en omgeving;4
179832;4555917;1054XH;Amsterdam                               ;Cremerbuurt Oost;3
179834;4563281;1082HD;Amsterdam                               ;Buitenveldert Midden Zuid;4
179838;4607370;3841AG;Harderwijk                              ;Binnenstad Noord;3
179839;4563369;2597AS;s Gravenhage                           ;Waalsdorp;4
179844;4607379;4823MD;Breda                                   ;Kroeten;4
179848;4607411;4611SK;Bergen op Zoom                          ;Centrum;3
179856;4607488;5035KD;Tilburg                                 ;Dalem Zuid I;4
179857;4563468;1025TS;Amsterdam                               ;Loenermark;1
179858;4556363;4906EA;Oosterhout                              ;Vrachelen Noord;4
179873;4607606;1087HW;Amsterdam                               ;Haveneiland Noord;3
179878;4563632;3032RD;Rotterdam                               ;Agniesebuurt;4
179880;4607647;5014MH;Tilburg                                 ;Hoefstraat Zuid;3
179886;4563727;4332AX;Middelburg                              ;Binnenstad;3
179900;4607723;5831TM;Boxmeer                                 ;Bakelgeert Noord;4
179901;4563991;1058CM;Amsterdam                               ;Postjeskade e.o.;4
179905;4566373;1013BX;Amsterdam                               ;Westerdokseiland;2
179909;4556952;2906AM;Capelle aan den IJssel                  ;Florabuurt;4
179915;4556969;3039NK;Rotterdam                               ;Blijdorp;3
179916;4557022;4381RB;Vlissingen                              ;Scheldestraat e.o.;4
179919;4557030;1076PM;Amsterdam                               ;Van Tuyllbuurt;3
179925;4564241;2563VD;s Gravenhage                           ;Heesterbuurt;2
179926;4557112;6578BJ;Berg en Dal                             ;Leuth;4
179930;4564235;2685SZ;Westland                                ;Poeldijk Centrumgebied;3
179941;4557397;2902GB;Capelle aan den IJssel                  ;Schildersbuurt;3
179942;4557516;1079WS;Amsterdam                               ;Rijnbuurt Midden;4
179947;4564559;3513CV;Utrecht                                 ;Pijlsweerd Zuid;4
179951;4608214;1104VC;Amsterdam                               ;K buurt Zuidwest;3
179958;4557858;2573WK;s Gravenhage                           ;Oostbroek Zuid;4
179960;4564707;2586TS;s Gravenhage                           ;Scheveningen Badplaats;3
179963;4608623;6901DD;Zevenaar                                ;Molenwijk;4
179966;4564748;4416AJ;Reimerswaal                             ;Kruiningen   Kern;4
179969;4566670;3341CG;Hendrik Ido Ambacht                     ;Oostendam;4
179982;4566713;3906AD;Veenendaal                              ;Vogelbuurt;4
179989;4565142;3553BH;Utrecht                                 ;Elinkwijk en omgeving;4
179990;4565206;2522AB;s Gravenhage                           ;Laakkwartier Oost;4
179991;4566771;5622BM;Eindhoven                               ;Kronehoef;4
180000;4565379;8531HP;De Fryske Marren                        ;Lemmer Kom;4
180002;4565431;5221BB;s Hertogenbosch                        ;Kom Engelen;4
180005;4569934;6602DA;Wijchen                                 ;Centrum;3
180009;4566892;1054WT;Amsterdam                               ;Cremerbuurt West;4
180011;4569973;3031SN;Rotterdam                               ;Rubroek;4
180015;4566912;7447RG;Hellendoorn                             ;De Höfte;4
180016;4566913;7447RG;Hellendoorn                             ;De Höfte;4
180018;4566914;7447RG;Hellendoorn                             ;De Höfte;4
180019;4566911;7447RG;Hellendoorn                             ;De Höfte;4
180020;4566918;7447RG;Hellendoorn                             ;De Höfte;4
180022;4608684;3823BK;Amersfoort                              ;Amaniet;4
180023;4566920;7447RG;Hellendoorn                             ;De Höfte;4
180024;4566921;7447RG;Hellendoorn                             ;De Höfte;4
180025;4566915;7447RG;Hellendoorn                             ;De Höfte;4
180027;4566917;7447RG;Hellendoorn                             ;De Höfte;4
180038;4566059;2313VG;Leiden                                  ;Professorenwijk West;4
180041;4565943;7552BH;Hengelo                                 ;Anninks /Nijhofshoek;4
180044;4566978;2565CS;s Gravenhage                           ;Bloemenbuurt Oost;3
180058;4571232;3771BS;Barneveld                               ;Centrum Barneveld;3
180059;4571311;3771CA;Barneveld                               ;Centrum Barneveld;3
180060;4571274;3771BS;Barneveld                               ;Centrum Barneveld;3
180061;4608921;4456BT;Borsele                                 ;Lewedorp (Kern);3
180065;4571340;3771CA;Barneveld                               ;Centrum Barneveld;3
180067;4571353;3771CA;Barneveld                               ;Centrum Barneveld;3
180068;4571369;3771CA;Barneveld                               ;Centrum Barneveld;3
180069;4571431;3771BS;Barneveld                               ;Centrum Barneveld;3
180082;4567123;4207BB;Gorinchem                               ;Wijdschild;4
180100;4572332;4703NM;Roosendaal                              ;Ettingen;3
180107;4572515;2273TB;Leidschendam Voorburg                   ;Bovenveen;4
180115;4567265;3313AT;Dordrecht                               ;Merwedepolder West;2
180124;4573113;2563SK;s Gravenhage                           ;Heesterbuurt;2
180128;4573184;2012ES;Haarlem                                 ;Koninginnebuurt;3
180168;4574129;7901JB;Hoogeveen                               ;West;4
180176;4567473;3201LZ;Nissewaard                              ;De Dijk;2
180190;4567556;1094KG;Amsterdam                               ;Noordwestkwadrant Indische buurt Zuid;2
180198;4567579;4611JX;Bergen op Zoom                          ;Centrum;3
180205;4574758;1079JC;Amsterdam                               ;Kromme Mijdrechtbuurt;1
180206;4609982;7361CT;Apeldoorn                               ;Beekbergen;4
180213;4567637;3025NS;Rotterdam                               ;Bospolder;4
180224;4567695;5021EB;Tilburg                                 ;Broekhoven II Oost;3
180229;4575295;2573GG;s Gravenhage                           ;Oostbroek Zuid;4
180232;4575590;1052SW;Amsterdam                               ;Frederik Hendrikbuurt Zuidoost;2
180238;4567771;7413RJ;Deventer                                ;Rode Dorp;4
180239;4567799;1013ER;Amsterdam                               ;Haarlemmerbuurt Oost;2
180243;4610286;2132ZW;Haarlemmermeer                          ;Hoofddorp Zuid;4
180246;4567851;2545TP;s Gravenhage                           ;Morgenstond West;4
180261;4610395;3076SG;Rotterdam                               ;Lombardijen;4
180262;4576484;6004JP;Weert                                   ;Groenewoud Zuid;3
180268;4576758;5447AA;Boxmeer                                 ;Rijkevoort Centrum;4
180271;4568008;7411PA;Deventer                                ;Noordenbergkwartier;4
180274;4576920;1102TS;Amsterdam                               ;Venserpolder West;4
180275;4576942;8022EC;Zwolle                                  ;Hogenkamp;4
180282;4577480;3828HZ;Amersfoort                              ;Bieshaar Zuid;3
180287;4568130;2343VG;Oegstgeest                              ;Bloemenbuurt;4
180289;4577637;1057JA;Amsterdam                               ;Kortenaerkwartier;4
180294;4568156;5014LK;Tilburg                                 ;Padua;2
180305;4578498;3465JJ;Bodegraven Reeuwijk                     ;Driebruggen;4
180314;4579063;1972LN;Velsen                                  ;Zeeheldenbuurt;3
180322;4579382;2971BA;Molenwaard                              ;Bleskensgraaf Kern;4
180323;4579347;1053VA;Amsterdam                               ;Da Costabuurt Noord;2
180329;4589531;1056GP;Amsterdam                               ;Trompbuurt;3
180330;4589559;6129EN;Stein                                   ;Urmond ten oosten van Julianakanaal;4
180331;4576936;3071AC;Rotterdam                               ;Kop van Zuid   Entrepot;3
180332;4568519;1782DN;Den Helder                              ;Indische buurt Zuid;3
180336;4568544;3112RH;Schiedam                                ;Rotterdamsedijk;4
180339;4568582;1076JB;Amsterdam                               ;Van Tuyllbuurt;3
180342;4599982;3572GA;Utrecht                                 ;Wittevrouwen;4
180344;4610464;1061EB;Amsterdam                               ;Kolenkitbuurt Noord;4
180370;4610539;2562CB;s Gravenhage                           ;Koningsplein en omgeving;4
180392;4600845;1092AL;Amsterdam                               ;Oosterparkbuurt Zuidoost;2
180399;4568905;5463EJ;Meierijstad                             ;Veghel Zuid 2;4
180400;4568911;1087KN;Amsterdam                               ;Haveneiland Noord;3
180403;4568871;3512VR;Utrecht                                 ;Breedstraat en Plompetorengracht en omgeving;3
180404;4610873;2231LR;Katwijk                                 ;Centrum Noord;4
180406;4568935;2742CR;Waddinxveen                             ;Peter Zuidlaan en Horstenbuurt;4
180415;4568996;1079VK;Amsterdam                               ;Kromme Mijdrechtbuurt;1
180417;4610973;3071AC;Rotterdam                               ;Kop van Zuid   Entrepot;3
180425;4569049;6522EK;Nijmegen                                ;Hunnerberg;4
180430;4610999;6004HL;Weert                                   ;Groenewoud Zuid;3
180441;4569073;2013EJ;Haarlem                                 ;Hasselaersbuurt;2
180445;4569136;4507BH;Sluis                                   ;Schoondijke;4
180447;4602193;1018RS;Amsterdam                               ;Czaar Peterbuurt;3
180449;4602316;6524KX;Nijmegen                                ;Galgenveld;4
180476;4569424;1782ET;Den Helder                              ;Van Galenbuurt;4
180479;4569455;2587EC;s Gravenhage                           ;Rijslag;3
180501;4611589;5306EX;Zaltbommel                              ;Brakel;4
180508;4569558;3076CR;Rotterdam                               ;Lombardijen;4
180509;4569656;1057ZR;Amsterdam                               ;Filips van Almondekwartier;2
180512;4611701;2411GN;Bodegraven Reeuwijk                     ;Dronenwijk;4
180514;4611649;6901AW;Zevenaar                                ;Molenwijk;4
180515;4603628;1011TZ;Amsterdam                               ;Rapenburg;3
180522;4603570;6717DE;Ede                                     ;Hoogbouw Zuid;4
180523;4611744;6822EC;Arnhem                                  ;Klarendal Noord;4
180536;4611825;8531HD;De Fryske Marren                        ;Lemmer Rienplan;3
180538;4569800;3824ED;Amersfoort                              ;Centrum Wat;4
180546;4604294;3082LJ;Rotterdam                               ;Oud Charlois;4
180556;4604485;2522XD;s Gravenhage                           ;Laakkwartier Oost;4
180557;4570165;4823MD;Breda                                   ;Kroeten;4
180564;4612068;4611LT;Bergen op Zoom                          ;Centrum;3
180568;4604718;3039VM;Rotterdam                               ;Blijdorp;3
180592;4612427;3076VB;Rotterdam                               ;Lombardijen;4
180594;4612523;3051AC;Rotterdam                               ;Hillegersberg Zuid;3
180602;4571057;4365AB;Veere                                   ;Meliskerke;3
180604;4571318;2675AH;Westland                                ;Honselersdijk centrum;4
180606;4612635;7207GS;Zutphen                                 ;De Enk;4
180607;4571377;4416AJ;Reimerswaal                             ;Kruiningen   Kern;4
180610;4612681;2023JN;Haarlem                                 ;Schoterveenpolder;4
180611;4612625;4201ZL;Gorinchem                               ;Bovenstad;3
180616;4612713;2622AL;Delft                                   ;Latijns Amerikabuurt;4
180620;4606279;3026AG;Rotterdam                               ;Tussendijken;3
180635;4606842;2565BK;s Gravenhage                           ;Bloemenbuurt Oost;3
180640;4606862;2312XS;Leiden                                  ;De Camp;4
180664;4613370;5424TS;Gemert Bakel                            ;Elsendorp;3
180672;4608207;4611PC;Bergen op Zoom                          ;Centrum;3
180678;4608233;5921GL;Venlo                                   ;Blerick Centrum;4
180679;4608482;1058XR;Amsterdam                               ;Paramariboplein e.o.;3
180684;4576253;2314XG;Leiden                                  ;Meerburg;4
180685;4608636;7557BB;Hengelo                                 ;Elsbeek;4
180686;4608654;9101CB;Dongeradeel                             ;Dokkum Hoedemakerspolder;3
180687;4608733;3906NC;Veenendaal                              ;Vogelbuurt;4
180694;4609402;6717DM;Ede                                     ;Hoogbouw Zuid;4
180712;4611359;6971ZK;Brummen                                 ;Brummen Centrum;3
180719;4611531;2522MC;s Gravenhage                           ;Laakkwartier Oost;4
180729;4611971;1065JN;Amsterdam                               ;Louis Crispijnbuurt;3
180739;4612476;1076CG;Amsterdam                               ;Van Tuyllbuurt;3
180762;4468298;3995AA;Houten                                  ;Molens;3
180772;4069020;1051CP;Amsterdam                               ;Buyskade e.o.;3
180786;4407069;2334AW;Leiden                                  ;Raadsherenbuurt;3
180792;4481638;6114HA;Echt Susteren                           ;Susteren Centrum;3
180807;4083689;2565PV;s Gravenhage                           ;Bloemenbuurt West;2
180811;4387925;6301EB;Valkenburg aan de Geul                  ;Valkenburg;4
180813;4403163;8916BE;Leeuwarden                              ;Vogelwijk;4
180815;4417028;3082AG;Rotterdam                               ;Oud Charlois;4
180819;4404192;3248BE;Goeree Overflakkee                      ;Melissant woonkern;4
180829;4414938;4761AC;Moerdijk                                ;Centrum;4
180831;4459199;4701JE;Roosendaal                              ;Centrum Oud;3
180833;4468291;3995AA;Houten                                  ;Molens;3
180834;4468326;3995AA;Houten                                  ;Molens;3
180835;4468348;3995AA;Houten                                  ;Molens;3
180836;4468377;3995AA;Houten                                  ;Molens;3
180838;4468390;3995AA;Houten                                  ;Molens;3
180839;4468404;3995AA;Houten                                  ;Molens;3
180840;4425681;1623LN;Hoorn                                   ;Venelaankwartier   Buurt 11 03;4
180841;4468405;3995AA;Houten                                  ;Molens;3
180842;4468416;3995AA;Houten                                  ;Molens;3
180846;4468401;3995AA;Houten                                  ;Molens;3
180850;4433322;2641GK;Pijnacker Nootdorp                      ;Pijnacker Centrum/Dorp;4
180852;4468281;3995AA;Houten                                  ;Molens;3
180854;4468420;3995AA;Houten                                  ;Molens;3
180865;4457372;1053VN;Amsterdam                               ;Bellamybuurt Zuid;3
180866;4456970;7622LL;Borne                                   ;Borne Centrum;4
180868;4468378;3995AA;Houten                                  ;Molens;3
180869;4468394;3995AA;Houten                                  ;Molens;3
180872;4468311;3995AA;Houten                                  ;Molens;3
180873;4468399;3995AA;Houten                                  ;Molens;3
180877;4468306;3995AA;Houten                                  ;Molens;3
180880;4468320;3995AA;Houten                                  ;Molens;3
180881;4468380;3995AA;Houten                                  ;Molens;3
180893;4496301;4245KR;Zederik                                 ;Leerbroek kern;4
180904;4555569;5042DC;Tilburg                                 ;Jagersbuurt Oost;3
180907;4578716;2282GS;Rijswijk                                ;Rembrandtkwartier;4
180908;4567545;7741KB;Coevorden                               ;Coevorden Centrum;3
180919;4549368;6217RA;Maastricht                              ;Brusselsepoort;4
180922;4437719;3038AS;Rotterdam                               ;Bergpolder;4
180923;4419794;2182EZ;Hillegom                                ;Centrum;4
180930;4468312;3995AA;Houten                                  ;Molens;3
180935;4102869;1398BZ;Gooise Meren                            ;Krijgsman;4
180940;4419867;2311CB;Leiden                                  ;Academiewijk;4
180948;4420396;1621AD;Hoorn                                   ;Binnenstad   Buurt 10 01;3
180949;4468384;3995AA;Houten                                  ;Molens;3
180952;4468385;3995AA;Houten                                  ;Molens;3
180956;4468308;3995AA;Houten                                  ;Molens;3
180958;4102058;7206CN;Zutphen                                 ;Zwanevlot en De Brink;2
180964;4105844;9713BH;Groningen                               ;Gorechtbuurt;3
180965;4599995;1075ER;Amsterdam                               ;Valeriusbuurt Oost;3
180970;4059733;2806XJ;Gouda                                   ;Kort Haarlem;3
180971;4468396;3995AA;Houten                                  ;Molens;3
180975;4556757;7207HD;Zutphen                                 ;De Enk;4
180976;4603237;1075ER;Amsterdam                               ;Valeriusbuurt Oost;3
180982;4468287;3995AA;Houten                                  ;Molens;3
180987;4058795;8435XL;Ooststellingwerf                        ;Donkerbroek;4
180990;4061873;3032AS;Rotterdam                               ;Agniesebuurt;4
180996;4063836;3531HD;Utrecht                                 ;Lombok West;3
181000;4068589;5622ND;Eindhoven                               ;Kronehoef;4
181007;4066367;1013HB;Amsterdam                               ;Haarlemmerbuurt West;2
181013;4067751;2071TM;Velsen                                  ;Kerkpadbuurt;3
181015;4067862;2665CW;Lansingerland                           ;Oranjebuurt;3
181016;4068520;1628RZ;Hoorn                                   ;Kersenboogerd Zuid   Buurt 33 04;3
181019;4073355;1945SP;Beverwijk                               ;Wijkerbaan;4
181021;4058533;1055LT;Amsterdam                               ;Erasmusparkbuurt Oost;2
181031;4081997;5301ER;Zaltbommel                              ;Zaltbommel Binnenstad;3
181035;4082335;4423AC;Kapelle                                 ;Schore;3
181036;4069756;8916AB;Leeuwarden                              ;Vogelwijk;4
181053;4059518;3551GR;Utrecht                                 ;Egelantierstraat  Mariëndaalstraat e.o.;2
181055;4072402;2902XG;Capelle aan den IJssel                  ;Dichtersbuurt;3
181066;4060077;3022GK;Rotterdam                               ;Nieuwe Westen;3
181070;4062351;1052JW;Amsterdam                               ;Frederik Hendrikbuurt Zuidoost;2
181076;4063210;2182TL;Hillegom                                ;Olympiakwartier;4
181087;4064645;8012VS;Zwolle                                  ;Oud Assendorp;3
181088;4063504;1056HH;Amsterdam                               ;Trompbuurt;3
181095;4064746;3039ZS;Rotterdam                               ;Blijdorp;3
181102;4066116;5038SH;Tilburg                                 ;Binnenstad Oost;4
181105;4070849;5629PV;Eindhoven                               ;Blixembosch Oost;4
181106;4071120;3514BS;Utrecht                                 ;Vogelenbuurt;2
